short_description,cmdb_ci
6401020044639_Added VIO for driver_Gave credit,TronWeb - Issue
ADR Report that are ran in a Full quote are not being downloaded properly into ECM. It has to be fixed for all CA state auto LOBs.,AFE
"Check Renw Flag needed on ""Other Than Auto Business"" for Terminated Agents",TronWeb - Issue
 Issues With Checks (Tronweb)_Claims 80010114005224 and claim 80010114004857,TronWeb - Claims
8008030012808  Error saving policy: [EM_K_CTL_NCL_803.P_CTL_OPCIONES_MENU] Revision Mismatch Policy: 8008030012808 C-A Rev: 7 TW Rev: 5,NCL Cover-All - Issue
8001080009741  POLICY PREMIUM $1996.00 IS HIGHER THAN QUOTED PREMIUM $1892.00,TronWeb - Issue
New Problem / Steadfast / 8001060004721 / AZ / AFE / Agent can not obtain ID cards,AFE
"Fw: 5201070016162 / Luiz Alexandre Garcia / endorsement/ asap MARTIN LUIS, INC.",TronWeb - Issue
 MCS IT Ticket Needed,MCS - MAPFRE Collections System
MAPFRE NCL Policy 8008030012808  Error saving policy: [EM_K_CTL_NCL_803.P_CTL_OPCIONES_MENU] Revision Mismatch Policy: 8008030012808 C-A Rev: 7 TW Rev: 5,NCL Cover-All - Issue
Job EFTSTMT80 terminated on 6/7,AS400A
Job FTPISOFCC terminated at 8:14,AS400A
DLYRGSTR terminated on 6/9,AS400A
error batching refunds company 52,TronWeb - Treasury
Trying to have system reform policy due to vehicle NOT being purchased w/i last 30 days - system error:ORA-20000: [EM_P_TECH_CTRL_LEVEL_8] ORA-01555: snapshot t,TronWeb - Issue
MVR Tech Control issue,AFE
MMACO00894 report in ECMViewer for  6/9 is a duplicate of  6/8 report,TronWeb - Reports
POI- 6401040117852 DAVID STEWARD,TronWeb - Interface
AFE - getting an AJAX error when trying to do a quick quote,AFE
MAC Slowness,MAC - MAPFRE Admin Center
NEW PROBLEM/SILVERMAN INSURANCE INC/QUOTE 0609800012870/AZ/MAPFRE CONNECT/AGENT NOT ABLE TO BIND UMBRELLA QUOTE RECEIVES ERROR MESSAGE: THERE WAS A PROBLEM TRYI,AFE
New problem/AFE/CA/Endorsement on policy 8001010025098 displays policy effective date of 06/15/2014 which causes error on second page,AFE
New Problem/Agent-Aihara & Assoc/CA/AFE/6401050012583/New Business Appication Forms not available,AFE
"New Problem / Keystone / FL / AFE / Wrong form displays, for EFT, under My Resources",AFE
Electronic DMV notification,TronWeb - Interface
 tron web 8001080000771 Michael Wood_System did not DNR; ETA 10/13; E-Yes,TronWeb - Issue
***Job FTPBNJ ended abnormally. 06/11/19 22:21:49.,AS400A
***Job TS00850 ended abnormally. 06/12/19 03:47:26.,AS400A
***Job GC02710 ended abnormally. 06/12/19 03:47:23.,AS400A
Policy #: 8006010032523 - Request for new business documents patch ,AFE
***Job FTPBNJ ended abnormally. 06/12/19 07:55:18.,AS400A
New Problem / AFE / FL / Three Rivers Ins / 5201070005122 / 2019 Renewal & Renewal Invoice are not available,AFE
Submit proof of insurance to the DMV for policy: 6401040098420,TronWeb - Interface
New Occurrence / KAMIYA INS AGENCY / 6401050009611/ CA / AFE / Endo error - Enter valid symbol -COLL PHYSICAL DAMAGE SYMBOL,AFE
Policy #: 8001010071506 - Request for new business documents patch,AFE
"New Problem / Shaw / 6401040015300 / CA / AFE / Endt document did not develop, or develop properly",AFE
***Job FTPBNJ ended abnormally. 06/12/19 22:18:38.,AS400A
***Job GC00400 ended abnormally. 06/13/19 07:39:29.,AS400A
CWIC TronWeb Negative and Positive Difference $397.58,TronWeb - Treasury
"TW Claim 80061019000108 is synced to voided end 4, please patch to sync to end 3 to fix",TronWeb - Claims
"8001080003128_Processing MR to Del 1972 CHEV Reg Auto & Re-Add as Classic, eff Renw_Error: Drivers not Balanced",TronWeb - Issue
RE: Ticket,TronWeb - Interface
unable to open OPD suffixes_80040119000184 & 80040119000174,TronWeb - Claims
Tron Web Corporate reports  for May 31 2019 which should be contained in Report  201905MMAGC01950 is not available in the ECM Viewer.  ,TronWeb - Reports
Premium Increase,TronWeb - Issue
Payment Posting Issue 6/7/19,TronWeb - Interface
5201070010461_system issued DNR due to a salvaged title for Chevy Silverado on the same date as August renewal,TronWeb - Issue
0601803980850 - Missing Insured Name that comes through AFE in webMethods,AFE
Please put MMAGC01940 for June 10 to ECMViewer   thanks,TronWeb - Reports
Anti-Theft options not all available in AP/AFE,AFE
8001010014362_Processing Renwll back onto the policy_error message stating that the driver is listed more than once,TronWeb - Issue
"TRON: Invalid Renewal Note stating: ""Multi-Policy Discount Removed""",TronWeb - Print
***Job FTPBNJ ended abnormally. 06/13/19 22:17:47.,AS400A
NCL Policy 8008030005567 AI error on renewal Error saving policy: unique constraint (TRON2000.PK_S2000040) violatedBATCH PROCESS FAILED,NCL Cover-All - Issue
New Problem/Conrado Insurance/FL/AFE/ 5201070017382/Endorsement cannot be completed,TronWeb - Print
5201070018930 _Good student and smart driver discounts dropped on Endor bind,TronWeb - Issue
MAPFRE NCL Policy 8008030002895 AI error on OOSE ,NCL Cover-All - Issue
8001080008970_Reprocessing Endors_Non Existent Code error,TronWeb - Issue
TW Checks company 52 - checks 000137301 and 000137302 in the middle did not print,TronWeb - Print
NEW PROBLEM/BROAD INSURANCE/8001080009759 /PA/AGENCY PORTAL 5.3/AGENT ISSUED NEW BUSINESS POLICY 6/11/19 DOCUMENTS DID NOT GENERATE,TronWeb - Print
Calif_Agent Voided Renw_ReIssue Internally changes Premium; ,TronWeb - Issue
"8001010025098  Agent voided renewal, no endorsements were processed. Renewal does not match voided renewal. ",TronWeb - Issue
***Job FTPBNJ ended abnormally. 06/14/19 22:17:33.,AS400A
***Job GC01120 ended abnormally. 06/15/19 06:17:48.,AS400A
***Job FTPBNJ ended abnormally. 06/15/19 17:17:38.,AS400A
Invalid Tronweb AFE Reports EPMS print request (assign to Tronweb Support),AFE
***Job FTPCOMEF80 ended abnormally. 06/16/19 03:19:33.,AS400A
***Job FTPCOMEF80 ended abnormally. 06/16/19 03:32:42.,AS400A
***Job FTPCOMEF64 ended abnormally. 06/16/19 04:01:01.,AS400A
***Job FTPCOMEF52 ended abnormally. 06/16/19 04:11:18.,AS400A
***Job FTPBNJ ended abnormally. 06/16/19 22:17:49.,AS400A
ISO Stat Reporting - BOP BI Off Premises ,NCL Cover-All - Issue
NCL Production Support - Re-Open INC1672786 - 5/19 MA BOP Premium OOB,NCL Cover-All - Issue
"In the MCS Platform, when working another Reps Accounts- taking an action on them such as Refer Requesting the acct automatically being reassinged",MCS - MAPFRE Collections System
TRON WEB FLORIDA FM SCORES REVERTING TO OLD SCORE/DATE/REF# WHEN RENEWAL ISSUES,TronWeb - Issue
5201070018794 ADDING ACCIDENT TO VIOS TABLE THROUGH RENEWAL UPDATE BUT DOES NOT STAY ON POLICY,TronWeb - Issue
6401040064860-Balance verification Policy cancelled effective 8/21/18 but the policy looks to be billing for September as well.,TronWeb - Issue
FW: Incident INC1673238 has been updated,MAC - MAPFRE Admin Center
"New Problem/ PA AP 5.2/MA040006/Independent Insurance Associates, Inc./0108801009428 - character to number conversion error",TronWeb - Issue
6401050010313 / STAATERMAN_Endor Incr Prem but Should be a Decrease,TronWeb - Issue
 6401040115846 / GABRIELA PERALTA POI TO DMV   Proof Of Insurance,TronWeb - Interface
No non renewal notice went out on robot non renewal 6401050009967,TronWeb - Print
64010219000344_Unable to open a suffix in MAC or Tronweb. - Incorrect eff date.,TronWeb - Claims
6401040107668 New Business P.O.I. Request,TronWeb - Interface
refund checks did not print - MIC refunds - check numbers: 1094028 - 1094048,TronWeb - Print
Documents fail to create in policy inquiry as well as in ECM for 5201070019597,AFE
No non renewal notice went out on robot non renewal 6401050009967,TronWeb - Print
6401050003754/6401050008372 - ANTI LOCK BREAK DISCOUNT DID NOT PULL FROM VIN - ADDED MANUALLY BY ENDR,AFE
***Job FTPBNJ ended abnormally. 06/17/19 22:18:19.,AS400A
***Job GC01660 ended abnormally. 06/18/19 00:59:20.,AS400A
New Problem/PA/AP 5.2/Lebo Insurance/8001080007061/DSS Status errored-no documents required,Penn - Agency Port 5.2
***Job PREMBILMTG ended abnormally. 06/18/19 09:54:32.,AS400A
"Unable to lift pending cancellation_getting ""nonexistent code""_HO and UMB",TronWeb - Issue
ISO Report  reation in TW will be handled as Robot Jobs,AS400A
8004010003766  Error saving policy: TRN-20001:NON-EXISTENT CODE ERROR INSERTING ON P2000025 - DUPLICATE VARIABLE DATA [ SPTO 7 - RISK 0 - EFEC_POL_FORM],NCL Cover-All - Issue
RAYMOND WONG 6401050003596_2017 BMW M3 quoted less than bound policy,TronWeb - Issue
TronWeb - transferring a claim to adjuster 80080219000003,TronWeb - Claims
positive pay check file,TronWeb - Interface
New Problem / Bethany / 0601803973559 & 0601803993386 / CA / AFE / MSB extract not available,AFE
Voided renewal & while processing ENDR I received an error message - 8001010068661,TronWeb - Issue
***Job FTPBNJ ended abnormally. 06/18/19 22:18:32.,AS400A
***Job GC01050 ended abnormally. 06/18/19 22:31:23.,AS400A
***Job GC01050 ended abnormally. 06/18/19 22:38:07.,AS400A
New Problem/ OpenCMS and My Resources/ Uploaded a spreadsheet to OpenCMS but it's not showing in My Resources,AFE
"Please add the ""Created on"" date and ""Closed by"" name to the diary page, then add all diary fields to the detial screen",MCS - MAPFRE Collections System
Exceptional Air and Heating LLC POLICY # 5204070002729 CANCELLATION - assign to fl ncl team ,NCL Cover-All - Issue
"June EFT deductions pulling from old account information - 6401040114208, 6401020030242",TronWeb - Treasury
 Request for new business documents patch Policy #: 8001080009764,Enterprise Acord Web Services
8001060005011_Az future uw cancel not calculated to 16 days from today,TronWeb - Issue
5201070019602 STEVEN ZOLLO--SEE BELOW FOR ERROR MESSAGE,TronWeb - Issue
***Job FTPBNJ ended abnormally. 06/19/19 22:17:15.,AS400A
***Job GC00400 ended abnormally. 06/20/19 07:02:21.,AS400A
"Notes on both ""Completed"" and ""Open"" diaries are not saving correctly.",MCS - MAPFRE Collections System
IT ticket needed for MCS - change and placement files are not being sent to one of our vendors,MCS - MAPFRE Collections System
8001080009726 - Mays_Agent added a vehicle_system asked for proof of list only drivers again,Enterprise Acord Web Services
"Webmethods - Unlisted drivers should not be firing this tech control, there is no place to add the accident.",TronWeb - Issue
5204070000527 - Please remove renewal. Insured wants to cancel effective 06/01/19. Policy renewed in 07/11/19.,NCL Cover-All - Issue
New Problem/AFE/CA008486/Insure Smart Insurance/6401040050154 - Billing history incorrect,AFE
AZ PA FL_Premium Impacted by RAP 23,TronWeb - Issue
This INC is raised to track the progress for trace file deletion job progress.,AS400A
to create script to delete the trace file which can be scheduled further in robot scheduler to run weekly and get the file deleted. ,AS400A
active/excluded Driver discrepancy in MAC vs Tron 6401050004087 Uno,TronWeb - Issue
8001010071571 - Request for new business documents patch,AFE
***Job FTPBNJ ended abnormally. 06/20/19 22:17:36.,AS400A
New Problem/ MAPFRE/0101804039216/CA/AFE/Invalid VIN error message but pulls auto info,AFE
2 Pol bound from Same Quote_Payment Applied to Both Pol,TronWeb - Issue
New Problem/AFE/AZ023948/Gebhardt Insurance Group/8001060007805 - DSS errored,AFE
company 80 and company 52 no stalk in the printer so all printed on white paper - need printed again,TronWeb - Print
Request for new business documents patch - 80010600010917,AFE
DMV Proof Needed 8001010069681,TronWeb - Interface
5201070001482  POLICY REFORMED TO CHANGE NON-STACKED UM TO STACKED UM AFTER AGENT ADDED A LISTED NOT RATED DRIVER,TronWeb - Issue
UW check ren not firing in time_8001010027632 and 8001010027534,TronWeb - Issue
New Problem / Leitzel's / 8001080002359 / PA / PA 5.2 / Anti-theft options are not displaying correctly,TronWeb - Issue
A CS rep updated the email address and phone number  in third party routine on policy 8001080006992,MAC - MAPFRE Admin Center
8006010030350 / HARPAL KAUR,TronWeb - Print
***Job FTPPPAYRSP ended abnormally. 06/21/19 22:15:12.,AS400A
***Job FTPBNJ ended abnormally. 06/21/19 22:17:16.,AS400A
Deutsche Bank PROCESS:Deutsche Bank file has Invalid/Duplicate Payments 23-JUNE-19 for all companies,AS400A
DManchala@mapfreusa.com,TronWeb
8006010032179 - Error when trying to reinstate with a lapse_mebmdtw error,TronWeb - Issue
New Problem/MA/Coverall/Kimball-Cooke Agency/8008030006510/Error in bind on endorsement,NCL Cover-All - Issue
8006010032179  Error when trying to reinstate with a lapse - see screenshot,TronWeb - Issue
"""There was a problem trying to display this page"" when attempting to add a vehicle to 5201070009896",AFE
Premium Discrepency in CWIC Auto,AFE
Tronweb Issue / TC Authorization Screen Error (Non existent code),TronWeb - Claims
new problem/killingsworth agency/FL/AFE/5201070018582/dss status is errored,AFE
CWIC TW - Adv Credit 6401040078249,TronWeb - Treasury
policy# 6401050001729_Renewal did not generate for new term 7/23/19,TronWeb - Issue
 Error in Bind Policy:0601804004224ORA-20000: D_K_VAL_VARDAT_601.P_VAL_COD_CITY_6029] ORA-06502: PL/SQL: numeric or value,AFE
***Job FTPBNJ ended abnormally. 06/24/19 22:17:25.   Job also failed on  6/23,AS400A
8001080002519_Prem Change Re-Adding Voided Renw,TronWeb - Issue
"8001010055613 when adding a leinholder on vehicle 5, premium increase by 162.87",TronWeb - Issue
"8006010030570 address shows the incorrect city of Kenwood, CA - should be Santa Rosa",TronWeb - Issue
"INC for fs3-gr access for non-production testing,",FS3-GR
640104111885 Cristo Ruben Martinez Martinez,TronWeb - Interface
***Job FTPBNJ ended abnormally. 06/25/19 22:17:57.,AS400A
***Job RCCAPRREP ended abnormally. 06/26/19 04:03:45.,AS400A
***Job RCCAPRREP ended abnormally. 06/26/19 04:40:16.,AS400A
Proof of Insurance,TronWeb - Interface
Agency code 7041 issue with CEA showing wrong,TronWeb - Interface
Error Message,TronWeb - Issue
"On 6/23, job FTPBNJ failed.  No incident was created",AS400A
"On 6/24, job FTPMYRRPDF failed.  No incident was created.",AS400A
MVCCAR terminated on 6/25.  No incident was created.,AS400A
5201070019655  - REQUEST FOR NEW BUSINESS DOCUMENTS PATCH ,AFE
Out of balances on attached Tronweb Monthly Losses spreadsheet for May 2019.,TronWeb - Reports
***Job FTPBNJ ended abnormally. 06/26/19 22:18:20.,AS400A
***Job FTPRCARFAX ended abnormally. 06/27/19 05:30:10.,AS400A
***Job FTPRCARFAX ended abnormally. 06/27/19 05:49:22.,AS400A
"New Problem/  Van Horn Insurance Agency, Inc./Policy #8006100001746/PA/AP PA 5.2 /endorsement Rating Failed w reason: 8006100001746ORA-2005: INVALID ENTRY [mca_",TronWeb - Issue
***Job FTPRCARFAX ended abnormally. 06/27/19 08:17:34.,AS400A
6401030009630-No pending cancel notice,TronWeb - Print
Physical Damage (RAPA) symbol missing on Vendor Table,TronWeb - Issue
New Problem / Fulton Agency / 5201070018125 / FL / AFE / ORA Error when calculating premium on endo,AFE
6401040117332  submit proof SR-22,TronWeb - Interface
"New Problem/ Key Partners Insurance Services, Inc./ quote#0101804077070/CA/AFE/Auto Home Discount Increases premium",AFE
K. Johnson's Lawn &  POLICY # 5204070002888 Error saving policy: [EM_K_CTL_NCL_407.P_CTL_OPCIONES_MENU] Revision Mismatch Policy: 5204070002888 C-A Rev: 6 TW Re,NCL Cover-All - Issue
6401040078249 - unable to update email inside of mac,MAC - MAPFRE Admin Center
New Problem/AFE/FL024910/The Thompson Agency Inc/0107522893400 - error in bind,AFE
TW Tech Control 9562 Change from Audit to Observational.,AFE
***Job FTPBNJ ended abnormally. 06/27/19 22:20:54.,AS400A
***Job GC00400 ended abnormally. 06/28/19 04:21:45.,AS400A
***Job GC00400 ended abnormally. 06/28/19 04:56:27.,AS400A
***Job FTPRCARFAX ended abnormally. 06/28/19 05:30:13.,AS400A
STAT - ISO INTERFACE JOBS FOR JUNE 2019 ACCOUNTING DATE,TronWeb - Reports
8001080003945- Vio points did not add on Rnw_but added midterm;,TronWeb - Issue
6401050001837 all discounts not printing on dec page,TronWeb - Print
Request for new business documents patch 5201070019662,AFE
AZ unable to sign into Tronweb - keeps cycling asking for password to sign in or to change password,TronWeb - Issue
5201070019667 - REQUEST FOR NEW BUSINESS DOCUMENTS PATCH,AFE
***Job FTPBNJ ended abnormally. 06/28/19 22:18:28.,AS400A
***Job FTPBNJ ended abnormally. 06/29/19 17:17:10.,AS400A
***Job MMAEM02211 ended abnormally. 06/30/19 07:45:05.,AS400A
***Job MMAEM02221 ended abnormally. 06/30/19 07:45:05.,AS400A
***Job MMAEM02021 ended abnormally. 06/30/19 07:46:31.,AS400A
***Job FTPBNJ ended abnormally. 06/30/19 22:17:32.,AS400A
***Job GC00400 ended abnormally. 07/01/19 04:18:58.,AS400A
***Job GC00400 ended abnormally. 07/01/19 04:42:35.,AS400A
***Job M_GC01470 ended abnormally. 07/01/19 04:58:32.,AS400A
***Job FTPRCARFAX ended abnormally. 07/01/19 05:30:17.,AS400A
***Job FTPRCARFAX ended abnormally. 07/01/19 05:33:31.,AS400A
***Job M_GC01470 ended abnormally. 07/01/19 05:44:40.,AS400A
***Job GC01120 ended abnormally. 07/01/19 06:17:26.,AS400A
***Job GC01120 ended abnormally. 07/01/19 06:38:24.,AS400A
POI request for policy # 6401040107668 ,TronWeb - Interface
***Job Q_CO00790 ended abnormally. 07/01/19 09:32:57.,AS400A
8006010030513 & 8006010030586 added HASP discount back on both of these policies and system,TronWeb - Issue
06-2019 Tronweb Interface Report MMAGC01160 - all companies,TronWeb - Reports
FW: Incident INC1676763 has been updated,AFE
"""No Data Found"" in report MMAGC00886 for June 23 (date inside report is June 23 but should be June 22) ",TronWeb - Reports
0104645566665 - CANT CLEAR TECH CONTROL OUT OF WEBMETHODS  Agent # 349,TronWeb - Issue
6401040115479- System Generated a Refund when Pol had Amount Owed,TronWeb - Issue
6401050011168 billing Issue,MAC - MAPFRE Admin Center
***Job FTPBNJ ended abnormally. 07/01/19 22:18:56.,AS400A
to balance daily register ,TronWeb - Interface
Company 52 Daily Register Unbalanced,AS400A
***Job NCLXMLMOV ended abnormally. 07/02/19 04:33:48.,AS400A
***Job FTPRCARFAX ended abnormally. 07/02/19 05:30:16.,AS400A
Please add agent code 2967 and remove agent 267 from the list of agents that have access to CARFAX validated mileage in quick quote.,AFE
to create HSB mising feeds for ME patch,TronWeb - Interface
Locked on Claim 80061019000139 ,TronWeb - Claims
MAPFRE - TronWeb Monthly Commissions fro June 2019 OOB.,TronWeb - Reports
Please load the MMATS00850 (Monthly Report for June)  to ECM Viewer.   thanks,TronWeb - Reports
suffix issue in tronweb  cl# 80040119000198. unable to open opd in tronweb or mac,TronWeb - Claims
Tronweb Daily Losses Out of balances for June  -  spreadsheet attached,TronWeb - Reports
06-2019 Company 80 Tronweb DWP YTD Discrepancy ,TronWeb - Reports
8001060009471_ADDING A VEH_error : SQL command not properly ended,TronWeb - Issue
Communication Error to Comparative Rater: Carrier Error: 0106801039957ORA20000:  ORA00001: unique constraint (TRON2000.PK_A2990575) violated,Enterprise Acord Web Services
RE: IT Ticket 5201070018021,TronWeb - Issue
Comparative Rater:  Carrier Error: ERROR IN RATING NOT PICKED,Enterprise Acord Web Services
The CA DMV is getting two SR-22s for this policy,TronWeb - Interface
"Reported PD LOSS - Direct- SAP Interface report MTD data MMAGC01160 differs from MTD reported on Corp. Loss Report  MMACO00892 Var $2883.31								",TronWeb - Reports
Reported  YTD June WP on MMAGC00884 written premium does not roll from prior month  $36.84,TronWeb - Reports
Policies Not Downloading to QQ,TronWeb - Interface
640101040107566 - Can we please review this policy. It shows that they have a credit of $32.36 that will be going out.,TronWeb - Issue
***Job FTPBNJ ended abnormally. 07/02/19 22:17:49.,AS400A
MTD Tronweb Losses Out of Balances for  June,TronWeb - Reports
New Problem/ MAPFRE BDR /101804040598/CA/AFE/Quote Discrep - over $1000 with Validated mileage changed,AFE
6401040100532_attempted to place policy on EFT and received a fatal error,TronWeb - Issue
5206160000730 - NO CHARGE WHEN ADDING 2016 AUDI TO UMBRELLA,TronWeb - Issue
5206160000730 CATHY SUEVER,TronWeb - Issue
Print on Umbrella Declaration Pages ,TronWeb - Print
MAPFRE NCL Policy 8008030003975 Error saving policy: NON-EXISTENT CODE [PK x2000290]BATCH PROCESS FAILED,NCL Cover-All - Issue
MAPFRE NCL Policy 8008030006830  Error saving policy: unique constraint (TRON2000.PK_S2000060) violatedBATCH PROCESS FAILED,NCL Cover-All - Issue
***Job FTPBNJ ended abnormally. 07/03/19 22:17:34.,AS400A
***Job FTPBNJ ended abnormally. 07/04/19 22:17:42.,AS400A
***Job FTPBNJ ended abnormally. 07/05/19 22:17:16.,AS400A
***Job FTPBNJ ended abnormally. 07/06/19 17:17:48.,AS400A
***Job FTPBNJ ended abnormally. 07/07/19 22:17:49.,AS400A
***Job W_TS00010 ended abnormally. 07/08/19 03:03:32.,AS400A
"TW Claim 52010719000796 is synced to voided end 12, please patch to sync to end 9 to fix",TronWeb - Claims
Premium Write off 8006150000678,TronWeb - Issue
Unable to create UM suffix on claim# 52040719000338_Amount Exceeds Sum error,MAC - MAPFRE Admin Center
8001010049552_9917 Driver License Status on MVR,TronWeb - Issue
NB reinsurance tech controls,AFE
New Problem/ Merrill Ins Group Inc/5204070002954/FL/Download/endorsements not downloading.,TronWeb - Interface
tronweb - CLAIM 64010215002368,TronWeb - Claims
New California Zip Code,TronWeb - Issue
80040119000198-CANNOT OPEN BODILY INJURY SUFFIX IN CLAIM,TronWeb - Claims
FL PreRenw TC fiing at Renewal ,TronWeb - Issue
8001010047818 Renewal premium difference,TronWeb - Issue
***Job FTPBNJ ended abnormally. 07/08/19 22:17:41.,AS400A
***Job EM000706 ended abnormally. 07/09/19 01:37:42.,AS400A
TW Validity Date Change for agent code 21014 for company 80 ,TronWeb - Issue
Pol issued prior to 2019 using Polk_Renewing with Incorrect VINs,TronWeb - Issue
Trying to create a Tow suffix in MAC but it won't pull up the Tow coverages.  Policy#  8001080001920  Claim#  80010819000807  ,MAC - MAPFRE Admin Center
"On rpt. MMAGC00886 starting with June 1 data, the field Daily Billing Fees changed to Daily Financing Fees. See addtional comments...",TronWeb - Reports
8001080005290  TECH CONTROL 9962 2-1/2 YRS INTO POLICY AND UM REFORM NOT RELATED TO ENDORSE,TronWeb - Issue
Report 201906MMAGC01990 for work of 6/26/19 is missing in ECM Viewer.,TronWeb - Reports
New Problem/ MAPFRE INTERNAL/Open CMS/ Adding updates to AFE via Open CMS not posting.,AFE
FL concern -5201070016622 Mac shows surcharge. TW shows surcharge. Declaration page in ECM does not,TronWeb - Print
New Problem/AFE/FL018606/Fearnow Insurance Inc/5201070019597 - DOCUMENT RETAINED FOR TECHNICAL CONTROL,AFE
"Unable to work tech control- it does not update with anything I do in it. It does not give any error message, simply does not update with my clicks",TronWeb - Issue
***Job FTPBNJ ended abnormally. 07/09/19 22:17:47.,AS400A
***Job FTPPPS ended abnormally. 07/09/19 23:47:07.,AS400A
***Job GC00400 ended abnormally. 07/10/19 04:06:52.,AS400A
***Job GC00400 ended abnormally. 07/10/19 04:47:16.,AS400A
EARS VS Lexis Nexis information display discrepancy,TronWeb - Reports
OOBs on attached Daily Premium Tronweb spreadsheet for June.,TronWeb - Reports
8001010065852 Print defect,AFE
OOBs on attached Monthly Losses Tronweb spreadsheet for June.,TronWeb - Reports
8001010070692 / MERRELL Please send POI to DMV,TronWeb - Interface
6401040120431 - System requested incorrect down payment Toste Insurance Agency,AFE
***Job FTPBNJ ended abnormally. 07/10/19 22:19:10.,AS400A
NCL Production Support - TW MIC52 FL Auto/Garage Premium OOB in 06/19,NCL Cover-All - Issue
"If an account is closed within MCS, then comes back into collections, it currently comes back in as a diary on the closed account. ",MCS - MAPFRE Collections System
Coverall renewal DECs keep recycling in print.,NCL Cover-All - Issue
Urgent_CA Auto Nation Safe Rate eff 08/07/18 is incorrect in production,TronWeb - Issue
Open CMS/PA/File posted does not  display Document name Correctly,AFE
Manual DNR Project (TronWeb)_Check Renewal needs to be Set,TronWeb - Issue
New Problem/ M&L Insurance Agency Inc/0107522943293/FL/AFE/Quote Discrepency,AFE
new problem/thompson agency/afe/FL/0107522946441/vehicle description reads add different car when manually entering data,AFE
0104645887902/excluded driver becomes 1st named insured and data is being erased; P #2,AFE
new problem/calwest insurance/ca/afe/0104645848431/premium increases when changing collector from EFT to Mail Bill,AFE
***Job FTPBNJ ended abnormally. 07/11/19 22:19:29.,AS400A
High priority - ECM Report Missing - MMAGC01100,TronWeb - Reports
5201070019685 - Major violation_NB Quote should have declined,AFE
New Problem/DirectBillCommission Download/MA/524 Wheeler & Taylor commission discrepancy,TronWeb - Interface
5204080000468 - provisional,NCL Cover-All - Issue
STAT - TRONWEB CWIC ISO PREM OOB 6-2019,TronWeb - Reports
IO Error: Invalid Packet Lenght error in the Production ACORD log,APPPL001-GR
In the MCS Application I am unable to assing an account from the Refer Requested Queue back to a collector,MCS - MAPFRE Collections System
Nightly File Feed to California Earthquake Authority Still Feeding Stucco on Frame as Other,TronWeb - Interface
***Job FTPBNJ ended abnormally. 07/12/19 22:19:15.,AS400A
"TW - GC00410, GC00420 and GC00425 jobs ran twice... ",AS400A
***Job GC01980 ended abnormally. 07/13/19 03:21:40.,AS400A
***Job GC01980 ended abnormally. 07/13/19 03:41:34.,AS400A
***Job FTPBNJ ended abnormally. 07/13/19 17:19:19.,AS400A
TW job VALCSHR52  is running very long ,AS400A
TW Job UNLCKCLM is Running VERY long,AS400A
***Job FTPBNJ ended abnormally. 07/14/19 22:18:38.,AS400A
***Job GC01001 ended abnormally. 07/14/19 22:57:24.,AS400A
***Job W_TS00010 ended abnormally. 07/15/19 02:59:50.,AS400A
***Job W_TS00010 ended abnormally. 07/15/19 03:48:17.,AS400A
***Job GC01120 ended abnormally. 07/15/19 06:17:28.,AS400A
8006010025546_Voided Renw in Error_ Error Reprocessing_Blocked from CXL Policy,TronWeb - Issue
"New Problem/ 3119 Verrico Insurance Agency, Inc. /Y4203/PA/DOWNLOAD/Direct Bill Commission Statements not downloading for past 2 month",TronWeb - Interface
5201070009896 POLICY WILL NOT RECOGNIZE SARASOTA FLORIDA 34243 FOR GARAGING ADDRESS,TronWeb - Issue
8006040000355 policy shows a robot prompt to invoice for may 2019 but no renewal Decwas ever generated _no invoice ever produced causing the policy to cancel,TronWeb - Print
TW claim table patch needed as suffixes are opening under the parent coverage 4700 in error ,TronWeb - Claims
claim# 80010819000544 Offset patch request to Register * Urgent,TronWeb - Treasury
Proof of Insurance Policy#  640105000380,TronWeb - Interface
New Problem/AFE/CA013790/TNT Insurance Agency - Unable to click on left side home page menu,AFE
"MMAGC01710 reports for  7/3,  7/4 and  7/5 are all the same ",TronWeb - Reports
8006100003182_Invoices are not mailing,TronWeb - Treasury
Submit SR22 to the DMV for Driver 6401040119521,TronWeb - Interface
Dec pages,TronWeb - Print
New Problem/AFE/Ca043299/Rudy Smith Insurance Services/8001010066075 - unable to submit endorsement,AFE
***Job VALCSHR64 ended abnormally. 07/15/19 22:00:18.,AS400A
***Job FTPBNJ ended abnormally. 07/15/19 22:19:25.,AS400A
"0106801067717 - Invalid ""Credit Letter Notice "" coming from USER: TRON2000",AFE
STAT - TRONWEB MIC80 PREM OOB 6-2019 CA AUTO,TronWeb - Reports
STAT - TRONWEB ISO PD LOSS OOB MIC80 6-2019 AUTO,TronWeb - Reports
"MAPFRE NCL Policy 8008030000847 Reminder notice for late pymt has a mortgagee name and address on it, not the insured's. Requires correcting in the 3rd party ta",NCL Cover-All - Issue
Tronweb checks not printing - one blank check came out,TronWeb - Print
"For policy 8004010005174 renewal produced 7/2/19, but no Invoice",NCL Cover-All - Issue
 New Problem / Aims Insurance Services  / Quote #0104645999723  / CA /AFE / NB ERROR Error in Bind Policy:0104645999723ORA-20005: ORA-20001: TRN-20001:NON-EXIST,AFE
Patch_ 64010519000711_IPD Settlement issued 7/9 still has not been issues,TronWeb - Claims
"New Problem / Robb Nelson / 0617800020178 / CA / AFE / Problem Displaying the screen error, when entering the quote",AFE
